tranaction_Id,transaction_date,district,complete_year,transaction_type,num_building,num_land,num_garage,garage_status,garage_label,total_floor_number,building_state,main_building_materials,land_shifting_total_area,building_shifting_total_area,main_building_area,subsidiary_building_area,balcony_area,num_room,num_bathroom,compartment,management_org,carpark_type,carpark_shifting_area,carpark_total_price,elevator,total_ntd,unit_ntd
13010,8/16/20,Wenshan District,2003,Land+Building,1,3,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,35.22,55.71,34.49,0,3.31,1,1,1,1,No carpark,0,0,1,7880000,141447
13011,8/10/20,Wenshan District,2015,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,25.36,134.27,59.19,3.98,6.72,2,2,1,0,Tower,26.6,0,1,17330000,129068
13012,7/26/20,Wenshan District,1976,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,28,87.12,87.12,0,0,2,1,1,0,No carpark,0,0,0,16000000,183655
13013,7/18/20,Wenshan District,2020,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,19.19,83.74,45.73,2.36,3.79,2,1,1,1,No carpark,0,0,1,16720000,199666
13014,8/10/20,Wenshan District,2017,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,19.69,156.86,74.25,3.2,7.22,3,2,1,1,Lifting Plane,27.89,0,1,22080000,140762
13015,7/3/20,ZhongZheng District,1985,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,25.64,145.86,90.06,0,8.12,3,2,1,1,No carpark,0,0,1,37130000,254559
13016,8/13/20,Wenshan District,1995,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,16.91,71.28,37.89,21.05,5.73,1,1,1,1,No carpark,0,0,1,9800000,137486
13017,5/28/20,Wenshan District,1996,Land+Building+Garage,1,1,1,1,Yes,4,Apartment_5storey,Reinforced Concrete,106.19,216.6,134.13,6.61,9.59,5,3,1,1,Ramp Plane,0,0,0,26300000,121422
13018,8/23/20,Wenshan District,2015,Land+Building+Garage,1,1,2,1,Yes,33,Apartment_11storeyorgreater,Steel Reinforced Concrete,23.15,318.77,115.26,10.5,12.1,0,0,0,1,Ramp Plane,0,0,1,59400000,186341
13019,7/31/20,Wenshan District,1991,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,11.69,44.67,30.82,1.25,2.99,1,1,1,0,No carpark,0,0,1,8500000,190284
13020,7/10/20,Wenshan District,2007,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,25.36,158.6,115.07,4.31,9.37,3,2,1,1,Ramp Plane,0,0,1,22500000,141866
13021,8/23/20,Wenshan District,2015,Land+Building+Garage,1,1,2,1,Yes,33,Apartment_11storeyorgreater,Steel Reinforced Concrete,19.21,272.76,140.98,16.23,12.37,0,0,0,1,Ramp Plane,0,0,1,48240000,176859
13022,8/20/20,Datong District,2014,Land+Building+Garage,1,1,2,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,38.5,431.19,218.84,12.71,20.09,4,4,1,1,Ramp Plane,0,0,1,77000000,178576
13023,7/30/20,Wanhua District,2010,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,19.13,220.97,128.42,3.33,10.3,4,2,1,1,Ramp Machinery,9.44,0,1,43000000,194597
13024,8/20/20,Wanhua District,NULL,Land+Building,1,2,0,0,No,2,House,Brickwork,31.7,28.65,28.41,0.24,0,5,2,1,0,No carpark,0,0,0,20000000,698080
13025,8/12/20,Wanhua District,2019,Land+Building+Garage,1,1,1,1,Yes,24,Apartment_11storeyorgreater,Reinforced Concrete,6.62,104.14,51.75,6.52,2.85,2,1,1,1,Ramp Machinery,12.96,900000,1,17310000,179974
13026,8/12/20,Wanhua District,2019,Land+Building+Garage,1,1,1,1,Yes,24,Apartment_11storeyorgreater,Reinforced Concrete,6.91,108.29,54.3,6.82,2.78,2,1,1,1,Ramp Machinery,12.96,900000,1,17680000,176020
13027,7/14/20,Wanhua District,2019,Land+Building+Garage,1,1,1,1,Yes,24,Apartment_11storeyorgreater,Reinforced Concrete,3.94,69.09,30.72,0.73,4.94,1,1,1,1,Ramp Machinery,14.83,1200000,1,11300000,186141
13028,8/14/20,Datong District,2007,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,6.52,72.33,43.99,2.36,2.98,1,1,1,1,No carpark,0,0,1,12800000,176967
13029,7/19/20,Zhongshan District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,23.75,132.27,100.86,0,17.27,3,2,1,1,No carpark,0,0,1,23560000,178121
13030,8/8/20,Zhongshan District,1985,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,31.67,170.83,141.25,0,16.54,5,2,1,0,No carpark,0,0,1,29750000,174150
13031,8/17/20,Neihu District,2015,Land+Building,1,2,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,12.89,79.18,43.16,5.8,4.24,2,1,1,1,No carpark,0,0,1,18000000,227330
13032,8/24/20,Neihu District,1980,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,32.8,76.42,66.98,0,9.44,3,1,1,0,No carpark,0,0,0,10530000,137791
13033,8/5/20,Zhongshan District,1971,Land+Building,2,1,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,57.98,599.22,536.23,0,0,0,0,0,1,No carpark,0,0,1,280000000,467274
13034,9/1/20,Neihu District,2014,Land+Building+Garage,1,1,2,1,Yes,16,Apartment_11storeyorgreater,Reinforced Concrete,48.5,311.22,132.51,0,14.62,3,2,1,1,Ramp Plane,86.66,5000000,1,68000000,280549
13035,6/29/20,Zhongshan District,2000,Land+Building+Garage,1,1,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,47.09,155.43,77.59,0,8.1,3,2,1,1,Ramp Plane,0,0,1,24000000,154410
13036,8/1/20,Neihu District,2010,Land+Building+Garage,1,1,1,1,Yes,18,Apartment_11storeyorgreater,Other,15.44,154.73,65.89,2.51,4.32,3,2,1,1,Ramp Plane,45.09,0,1,31600000,204227
13037,8/22/20,Zhongshan District,2015,Land+Building+Garage,1,1,2,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,14.99,179,75.89,8.2,12.53,2,2,1,1,Lifting Plane,0,0,1,38500000,215084
13038,8/17/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,31.79,113.35,90.12,0,13.83,3,2,1,0,No carpark,0,0,0,12350000,108955
13039,8/13/20,Zhongshan District,2003,Land+Building,1,1,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,5.37,48.73,32.75,0,0,1,1,1,1,No carpark,0,0,1,8860000,181818
13040,9/10/20,Neihu District,2009,Garage,1,1,1,1,Yes,11,Other,Reinforced Concrete,2.44,35.35,0,0,0,0,0,1,1,Ramp Machinery,35.35,1000000,0,1000000,NULL
13041,7/15/20,Xinyi District,1997,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,13.61,94.51,44.95,1.25,4.46,0,0,0,1,Ramp Machinery,0,0,1,17500000,185166
13042,7/16/20,Xinyi District,2018,Land+Building+Garage,1,1,1,1,Yes,16,Apartment_11storeyorgreater,Reinforced Concrete,22.38,180.03,79.86,9.84,5.55,3,2,1,1,Ramp Plane,33.86,3000000,1,49330000,316960
13043,7/26/20,Xinyi District,1973,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,26.5,73.9,73.9,0,0,2,1,1,0,No carpark,0,0,0,14350000,194181
13044,8/30/20,Songshan District,1984,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,3.88,38.52,31.52,0,0,1,1,1,1,No carpark,0,0,1,7500000,194704
13045,9/6/20,Xinyi District,2005,Land+Building,1,3,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,4.41,30.93,19.17,0,1.63,0,0,0,1,No carpark,0,0,1,11760000,380213
13046,8/25/20,Nangang District,2006,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,18.81,94.41,26.77,2,0,1,1,1,1,Ramp Plane,53.46,0,1,9200000,97447
13047,8/22/20,Songshan District,1972,Land+Building,2,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,20.13,69.87,53.37,0,16.5,2,1,1,1,No carpark,0,0,1,17300000,247603
13048,9/7/20,Xinyi District,2006,Land+Building,1,1,0,0,No,19,Apartment_11storeyorgreater,Other,13.78,86.97,48.18,4.26,5.17,2,1,1,1,No carpark,0,0,1,22620000,260090
13049,7/30/20,Nangang District,1998,Land+Building,1,1,0,0,No,18,Apartment_11storeyorgreater,Reinforced Concrete,1.6,12.52,5.29,0,0,0,0,0,1,No carpark,0,0,1,947500,75679
13050,7/30/20,Nangang District,1998,Land+Building,1,1,0,0,No,18,Apartment_11storeyorgreater,Reinforced Concrete,1.56,12.25,5.17,0,0,0,0,0,1,No carpark,0,0,1,925000,75510
13051,7/30/20,Nangang District,1998,Land+Building,1,1,0,0,No,18,Apartment_11storeyorgreater,Reinforced Concrete,1.56,12.15,1.98,0,3.27,0,0,0,1,No carpark,0,0,1,917500,75514
13052,8/6/20,Nangang District,2011,Land+Building+Garage,1,1,3,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,23.65,238.6,79.62,7.47,8.46,3,2,1,1,Ramp Plane,0,0,1,35300000,147946
13053,8/30/20,Songshan District,1984,Land+Building,2,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,3.51,34.86,24.11,0,0,1,1,1,0,No carpark,0,0,1,7600000,218015
13054,8/22/20,Nangang District,2012,Land+Building,1,1,0,0,No,25,Apartment_11storeyorgreater,Reinforced Concrete,7.16,92.18,46.21,9.67,5.56,2,1,1,1,No carpark,0,0,1,18200000,197440
13055,8/17/20,Xinyi District,NULL,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,21.25,105.37,88.56,16.81,0,2,0,1,0,No carpark,0,0,0,31500000,298947
13056,8/11/20,Songshan District,1995,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5storey,Reinforced Concrete,13.26,45.99,20.64,0,3.46,1,1,1,1,Ramp Machinery,0,0,0,9160000,199174
13057,8/30/20,Nangang District,1981,Land+Building,1,3,0,0,No,5,Apartment_5storey,Reinforced Concrete,27.5,94.16,75.76,4.7,13.7,3,2,1,0,No carpark,0,0,0,18120000,192438
13058,8/30/20,Nangang District,2012,Land+Building+Garage,1,1,1,1,Yes,25,Apartment_11storeyorgreater,Reinforced Concrete,12.47,183.95,79.47,10.84,7.93,3,2,1,1,Ramp Plane,36.33,0,1,36050000,195977
13059,8/14/20,Songshan District,1974,Land+Building,1,3,0,0,No,4,Apartment_5storey,Reinforced Concrete,35.5,85.59,85.59,0,0,3,2,1,0,No carpark,0,0,0,20500000,239514
13060,8/23/20,Xinyi District,2014,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,13.82,82.15,39.8,10.74,3.89,2,2,1,1,No carpark,0,0,1,15000000,182593
13061,8/16/20,Songshan District,2004,Land+Building+Garage,1,2,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,44.73,210.02,117.42,4.07,11.24,4,2,1,1,Ramp Plane,0,0,1,45500000,216646
13062,5/11/20,Shilin District,2001,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Steel Reinforced Concrete,30.42,234.5,136.22,0,12.8,4,3,1,1,Ramp Plane,0,0,1,42300000,180384
13063,8/18/20,Shilin District,1988,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5storey,Reinforced Concrete,27,151.89,121.5,8.54,7.07,4,2,1,1,Ramp Plane,0,0,0,20000000,131674
13064,8/14/20,Shilin District,1980,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,17.5,84.53,61.98,0,10.44,1,1,1,1,No carpark,0,0,1,16700000,197563
13065,8/6/20,Beitou District,2006,Garage,1,1,4,1,Yes,15,Other,Reinforced Concrete,2.03,88.05,0,0,0,0,0,1,1,Ramp Plane,87.96,0,0,4300000,NULL
13066,8/25/20,Beitou District,1985,Land+Building,1,2,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,19.69,147.98,107.29,21.1,0,3,2,1,1,No carpark,0,0,1,13200000,89207
13067,7/29/20,Shilin District,1979,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,36,114.57,100.41,0,14.16,2,2,1,0,No carpark,0,0,0,16550000,144453
13068,9/10/20,Beitou District,1969,Land+Building,1,1,0,0,No,3,Apartment_5storey,Strengthened Brickwork,28,68.64,68.64,0,0,3,1,1,0,No carpark,0,0,0,1320000,19231
13069,8/17/20,Shilin District,1977,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,33.5,92.94,81.69,0,11.25,3,1,1,0,No carpark,0,0,0,6000000,64558
13070,7/22/20,Shilin District,1982,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,25.48,89.8,77.25,12.55,0,3,2,1,0,No carpark,0,0,0,13360000,148775
13071,8/15/20,Shilin District,1986,Land+Building,1,1,0,0,No,16,Apartment_11storeyorgreater,Reinforced Concrete,18.2,142.97,105.3,0,18.43,3,2,1,1,No carpark,0,0,1,27500000,192348
13072,9/7/20,Shilin District,2019,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,15.8,71.89,33.33,2.75,2.76,1,1,1,1,other,8.47,2000000,1,19350000,273573
13073,8/11/20,Beitou District,1976,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,13.06,60.36,60.36,0,0,1,1,1,1,No carpark,0,0,1,12500000,207091
13074,8/26/20,Shilin District,1972,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,20.75,58.9,55.34,0,3.56,5,2,1,0,No carpark,0,0,0,9380000,159253
13075,7/27/20,Beitou District,1981,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,3.49,26.5,18.85,0,4.02,0,1,1,1,No carpark,0,0,1,2880000,108679
13076,8/8/20,Beitou District,2015,Land+Building+Garage,1,2,2,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,125.64,272.9,102.65,22.4,10.99,4,3,1,1,Ramp Plane,58.84,3650000,1,36500000,153454
13077,8/25/20,Beitou District,1981,Garage,1,1,1,1,Yes,5,Other,Reinforced Concrete,3.4,40.47,0,0,0,0,0,1,1,Ramp Plane,40.47,2850000,0,2850000,NULL
13078,8/5/20,Beitou District,1972,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,15.75,47.95,47.95,0,0,4,2,1,0,No carpark,0,0,0,5000000,104275
13079,8/6/20,Daan District,1990,Land+Building+Garage,1,4,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,40.21,379.37,245.94,62.03,0,6,5,1,1,Ramp Plane,0,0,1,76800000,202441
13080,8/6/20,Daan District,1983,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,18.69,103.61,75.55,0,7.83,3,1,1,1,No carpark,0,0,1,28500000,275070
13081,8/3/20,Daan District,2014,Land+Building+Garage,1,1,2,1,Yes,38,Apartment_11storeyorgreater,Other,29.48,455.56,230.24,9.21,18.8,1,3,1,1,Ramp Plane,53.04,9700000,1,216500000,513763
13082,8/14/20,Daan District,1986,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,28.5,156.8,122.75,0,15.75,6,6,1,0,No carpark,0,0,1,38000000,242347
13083,8/26/20,ZhongZheng District,1980,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,25.5,95.46,74.76,20.7,0,0,4,1,0,No carpark,0,0,0,31000000,324743
13084,8/13/20,Wenshan District,2016,Land+Building+Garage,1,2,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,41.41,189.17,92.34,7.91,9.87,3,2,1,1,Ramp Plane,29.16,2000000,1,25800000,148741
13085,8/19/20,Wenshan District,2014,Land+Building+Garage,1,1,2,1,Yes,24,Apartment_11storeyorgreater,Steel Reinforced Concrete,23.19,314.47,141.58,9.88,14.88,4,2,1,1,Ramp Plane,68.82,5000000,1,49580000,181478
13086,8/31/20,Wenshan District,1984,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,18.55,105.85,87.45,0,7.39,3,2,1,1,No carpark,0,0,1,17000000,160605
13087,9/9/20,Wenshan District,1986,Garage,1,1,1,1,Yes,9,Other,Reinforced Concrete,8.33,39.63,0,0,0,0,0,1,1,Ramp Plane,39.63,2000000,0,2000000,NULL
13088,9/4/20,Wanhua District,1987,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,11.66,54.22,37.2,0,4.9,3,2,1,1,No carpark,0,0,1,7350000,135559
13089,8/22/20,Datong District,2002,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,9.69,100.02,63.2,0,5.16,1,1,1,1,Tower,0,0,1,19000000,189962
13090,7/11/20,Wanhua District,2010,Land+Building+Garage,1,1,1,1,Yes,19,Apartment_11storeyorgreater,Steel Reinforced Concrete,14.46,207.41,97.66,0,9.48,3,2,1,1,Ramp Plane,49.73,3000000,1,28080000,159056
13091,8/20/20,Datong District,NULL,Building,1,0,0,0,No,1,House,NULL,0,17.1,17.1,0,0,0,0,0,0,No carpark,0,0,0,1200000,70175
13092,8/15/20,ZhongZheng District,2018,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,7.17,96.49,38.77,0,4.84,0,0,0,1,Lifting Plane,29.04,2400000,1,20900000,274277
13093,8/23/20,Datong District,1989,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,16.49,219.38,162.06,2.4,5.72,1,0,1,1,Lifting Plane,25.86,0,1,38700000,176414
13094,8/15/20,Datong District,NULL,Land+Building,1,9,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,5.39,62.14,38.14,0,0,1,1,1,1,No carpark,0,0,1,9000000,144834
13095,7/30/20,ZhongZheng District,2008,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,5.83,43.63,14.52,0,4.16,0,0,0,1,Ramp Plane,0,0,1,11200000,256704
13096,7/30/20,ZhongZheng District,2008,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,5.8,29.22,14.3,0,4.16,0,0,0,1,No carpark,0,0,1,9680000,331280
13097,8/17/20,Wanhua District,2006,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,6.09,61.4,36.98,0,4.21,2,2,1,1,No carpark,0,0,1,13880000,226059
13098,9/13/20,ZhongZheng District,2016,Land+Building,1,1,0,0,No,10,Apartment_5to10storey,Reinforced Concrete,16.9,83.54,45.13,5.42,4.84,1,1,1,1,No carpark,0,0,1,23000000,275317
13099,8/22/20,Zhongshan District,1980,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,23.35,93.79,71.14,0,8.64,2,1,1,0,No carpark,0,0,1,20390000,217401
13100,7/2/20,Zhongshan District,1980,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,12.68,137.39,101.75,0,16.17,0,1,1,1,No carpark,0,0,1,28100000,204527
13101,8/28/20,Zhongshan District,2019,Land+Building+Garage,1,1,2,1,Yes,18,Apartment_11storeyorgreater,Other,20.29,293.93,134.71,7.74,14.72,0,0,0,1,Ramp Plane,59.54,0,1,83600000,284421
13102,8/17/20,Zhongshan District,1986,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,16.39,156.97,128.17,0,6.46,4,2,1,1,Ramp Plane,39.96,2500000,1,27500000,213675
13103,7/27/20,Zhongshan District,2008,Land+Building,1,1,0,0,No,10,Apartment_5to10storey,Reinforced Concrete,9.39,56.06,28.53,1.57,3.82,1,1,1,1,No carpark,0,0,1,12750000,227435
13104,8/12/20,Neihu District,2012,Land+Building,1,1,0,0,No,26,Apartment_11storeyorgreater,Other,51.98,356.49,202.35,5.86,24.72,5,4,1,1,No carpark,0,0,1,92750000,260176
13105,9/14/20,Zhongshan District,2016,Garage,1,1,1,1,Yes,19,Other,Steel Reinforced Concrete,0.31,33.22,0,0,0,0,0,1,1,Ramp Plane,33.21,2150000,0,2150000,NULL
13106,8/17/20,Neihu District,1978,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,55.5,114.42,93.66,20.76,0,3,2,1,0,No carpark,0,0,0,20000000,174795
13107,8/28/20,Zhongshan District,1971,Land+Building,2,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,26.25,72.33,58.77,8.17,0,4,2,1,0,No carpark,0,0,0,15000000,207383
13108,8/16/20,Neihu District,2009,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,35.61,184.83,74.15,19.87,8.29,1,1,1,1,Ramp Plane,0,0,1,31000000,167722
13109,7/29/20,Zhongshan District,2018,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,21.32,115.95,48.82,3.56,10.04,2,1,1,0,Tower,9.59,1800000,1,27540000,242008
13110,7/22/20,Xinyi District,2007,Land+Building+Garage,1,1,2,1,Yes,27,Apartment_11storeyorgreater,Steel Reinforced Concrete,33.56,229.47,118.41,1.27,15.89,3,2,1,1,Ramp Machinery,43.38,0,1,69680000,303656
13111,8/26/20,Songshan District,1980,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,17.82,68.76,67.18,0,1.58,2,1,1,1,No carpark,0,0,1,16810000,244474
13112,8/22/20,Xinyi District,1968,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,27.5,75.37,70.46,0,4.91,3,1,1,0,No carpark,0,0,0,15200000,201672
13113,8/28/20,Nangang District,2014,Land+Building+Garage,1,1,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,19.22,115.1,60.85,2.72,6.94,2,1,1,1,Ramp Machinery,12.5,0,1,28420000,246916
13114,9/7/20,Songshan District,1983,Land+Building+Garage,1,1,2,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,53.51,266.64,194.54,38.36,0,6,3,1,1,Ramp Plane,0,0,1,57600000,216022
13115,8/24/20,Xinyi District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,32.9,97.2,97.2,0,0,6,2,1,0,No carpark,0,0,0,14800000,152263
13116,7/12/20,Xinyi District,1998,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,44.95,172.18,76.68,1.92,9.96,3,2,1,1,Ramp Plane,0,0,1,40380000,234522
13117,9/11/20,Nangang District,1998,Land+Building,1,1,0,0,No,16,Apartment_11storeyorgreater,Reinforced Concrete,21.15,127.54,69.44,0,8.06,3,1,1,1,No carpark,0,0,1,16300000,127803
13118,8/13/20,Nangang District,1981,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,32.29,104.81,88.41,0,16.4,3,2,1,0,No carpark,0,0,0,10100000,96365
13119,8/15/20,Songshan District,1983,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,29.09,129.59,97.25,0,16.72,3,2,1,1,No carpark,0,0,1,31800000,245389
13120,8/8/20,Beitou District,1969,Land+Building+Garage,1,2,1,1,Yes,2,House,Strengthened Brickwork,476.91,250.24,222.72,27.52,0,6,6,1,1,other,27.52,0,0,65000000,259751
13121,8/20/20,Beitou District,1972,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,30.75,82.33,82.33,0,0,3,1,1,0,No carpark,0,0,0,17850000,216810
13122,8/31/20,Shilin District,1977,Land+Building,1,4,0,0,No,8,Apartment_5to10storey,Reinforced Concrete,27.75,168.73,134.34,0,21.89,3,3,1,1,No carpark,0,0,1,29000000,171872
13123,9/7/20,Shilin District,1981,Land+Building+Garage,1,7,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,56.72,260.04,194.38,13.03,22.74,3,2,1,1,Ramp Plane,0,0,1,45000000,173057
13124,8/15/20,Shilin District,1995,Land+Building+Garage,1,2,1,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,20.99,82.68,41.01,6.54,0,2,1,1,1,Ramp Plane,0,2500000,1,21000000,253991
13125,8/9/20,Beitou District,2006,Land+Building,1,3,0,0,No,13,Apartment_11storeyorgreater,Reinforced Concrete,5.53,42.6,22.23,0,7.57,1,1,1,1,No carpark,0,0,1,7000000,164319
13126,8/31/20,Shilin District,1981,Land+Building,2,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,57,229.95,109.87,118.98,0,0,0,0,0,No carpark,0,0,0,63800000,277452
13127,8/25/20,Beitou District,1992,Land+Building,1,1,0,0,No,5,Apartment_5to10storey,Reinforced Concrete,10.07,41.43,29.96,0.63,2.43,1,1,1,1,No carpark,0,0,1,5880000,141926
13128,8/27/20,Beitou District,1984,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,32.38,90.01,78.3,0,11.71,3,1,1,0,No carpark,0,0,0,9100000,101100
13129,7/26/20,Beitou District,2019,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,10.2,40.4,19.16,0.86,2.69,1,1,1,1,No carpark,0,0,1,8900000,220297
13130,8/1/20,Beitou District,2019,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,10.3,41.98,19.23,0.7,3.69,1,1,1,1,No carpark,0,0,1,8800000,209624
13131,7/26/20,Beitou District,1976,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,41.75,108.72,108.72,0,0,3,2,1,0,No carpark,0,0,0,12000000,110375
13132,6/28/20,Shilin District,2009,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,83.47,216.43,123.18,3.68,16.43,4,2,1,1,Ramp Plane,33.14,2500000,1,41680000,213760
13133,8/23/20,Shilin District,1976,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,36.25,92.98,78.56,0,14.42,4,2,1,0,No carpark,0,0,0,12200000,131211
13134,7/5/20,Daan District,1983,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,28.92,111.95,88.34,0,12.32,4,4,1,0,No carpark,0,0,0,26700000,238521
13135,6/1/20,Daan District,1989,Garage,1,2,1,1,Yes,25,Other,Reinforced Concrete,1.34,36.26,0,0,0,0,0,1,1,Ramp Plane,36.26,3500000,0,3500000,NULL
13136,7/22/20,Daan District,1979,Land+Building,4,1,0,0,No,15,Apartment_11storeyorgreater,Reinforced Concrete,234.28,1754.81,1428.96,0,0,0,0,0,1,No carpark,0,0,1,205000000,116822
13137,6/1/20,Daan District,1989,Land+Building,1,2,0,0,No,25,Apartment_11storeyorgreater,Reinforced Concrete,22.06,350.81,159.76,125.24,30.57,4,4,1,1,No carpark,0,0,1,86000000,245147
13138,7/14/20,Daan District,1989,Land+Building,1,3,0,0,No,17,Apartment_11storeyorgreater,Reinforced Concrete,8.39,160.05,130.08,3.6,10,5,1,1,1,No carpark,0,0,1,29000000,181193
13139,9/12/20,Daan District,1996,Garage,1,1,1,1,Yes,11,Other,Reinforced Concrete,1.59,30.2,0,0,0,0,0,1,1,Ramp Machinery,28.42,1500000,0,1500000,NULL
