tranaction_Id,transaction_date,district,complete_year,transaction_type,num_building,num_land,num_garage,garage_status,garage_label,total_floor_number,building_state,main_building_materials,land_shifting_total_area,building_shifting_total_area,main_building_area,subsidiary_building_area,balcony_area,num_room,num_bathroom,compartment,management_org,carpark_type,carpark_shifting_area,carpark_total_price,elevator,total_ntd,unit_ntd
138,1/14/20,Beitou District,1984,Land+Building,2,8,0,0,No,4,Apartment_5storey,Reinforced Concrete,11.83,67.95,39.92,0,7.11,1,1,1,1,No carpark,0,0,0,6300000,92715
139,1/8/20,Beitou District,2005,Land+Building+Garage,2,2,1,1,Yes,13,Suite,Reinforced Concrete,13.36,88.74,38.85,1.13,0,2,1,1,1,Ramp Machinery,19.86,0,0,10000000,112689
140,1/3/20,Daan District,2012,Land+Building+Garage,1,1,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,49.77,233.27,112.81,19.91,9.51,3,2,1,1,Ground Floor,6.7,0,1,55800000,239208
141,1/16/20,Daan District,2009,Garage,0,0,1,1,Yes,13,Other,Reinforced Concrete,0.81,32.98,0,0,0,0,0,1,1,Ramp Plane,32.98,3450000,0,3450000,NULL
142,1/12/20,Datong District,1977,Land+Building,1,4,0,0,No,5,Apartment_5storey,Reinforced Concrete,15.2,68.16,65.19,0,2.97,2,1,1,0,No carpark,0,0,0,7660000,112383
143,1/20/20,Zhongshan District,1982,Land+Building,1,1,0,0,No,8,Suite,Reinforced Concrete,5.87,41.06,29.4,0,2.82,1,1,1,1,No carpark,0,0,0,2563425,62431
144,1/6/20,Zhongshan District,2007,Land+Building+Garage,1,1,1,1,Yes,8,Apartment_5to10storey,Reinforced Concrete,10.24,68.8,25.93,10.98,0.87,1,1,1,1,Lifting Plane,11.63,0,1,10300000,149709
145,1/7/20,Beitou District,1969,Land+Building,2,2,0,0,No,3,Apartment_5storey,Strengthened Brickwork,91.67,197.81,197.81,0,0,2,2,1,0,No carpark,0,0,0,30000000,151661
146,1/9/20,Beitou District,1973,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,40.25,89.07,89.07,0,0,3,1,1,0,No carpark,0,0,0,9305555,104475
147,1/15/20,Zhongshan District,1980,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,3.31,44.51,30.47,0,4.38,0,0,0,1,No carpark,0,0,1,5980000,134352
148,1/3/20,Daan District,1985,Land+Building,1,1,0,0,No,19,Apartment_11storeyorgreater,Reinforced Concrete,25.33,128.87,96.8,1.8,9.07,3,2,1,1,No carpark,0,0,1,26980000,209358
149,1/8/20,Shilin District,1979,Land+Building,1,1,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,16.43,122.18,98.73,0,11.98,3,2,1,1,No carpark,0,0,1,6600000,54019
150,1/18/20,Beitou District,2000,Garage,0,0,1,1,Yes,10,Other,Reinforced Concrete,1.94,15.68,0,0,0,0,0,1,1,Ramp Machinery,0,900000,0,900000,NULL
151,1/10/20,Beitou District,1978,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,21.3,85.37,76.54,0,8.83,3,2,1,1,No carpark,0,0,0,7300000,85510
152,1/1/20,Shilin District,1981,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,28.55,155.5,103.6,0,15.25,3,2,1,1,No carpark,0,0,1,22770000,146431
153,1/9/20,Neihu District,2013,Land+Building+Garage,1,1,2,1,Yes,8,Apartment_5to10storey,Reinforced Concrete,25.06,194.45,66.82,0,7.52,2,1,1,1,Ramp Plane,77.94,3000000,1,25750000,195262
154,1/6/20,Neihu District,2009,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,48.12,223.9,110.37,14.45,10.83,4,2,1,1,Ramp Plane,33.46,2800000,1,38000000,184835
155,1/11/20,Zhongshan District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,32.63,152.23,120.23,0,14.72,4,2,1,1,No carpark,0,0,1,26000000,170794
156,1/21/20,Zhongshan District,1997,Garage,0,0,1,1,Yes,9,Other,Reinforced Concrete,8.76,54.01,0,0,0,0,0,1,1,Ramp Plane,48.51,2000000,0,2000000,NULL
157,1/7/20,Neihu District,1993,Land+Building,1,1,0,0,No,8,Suite,Reinforced Concrete,10.49,38.68,26.25,0,1.86,1,1,1,1,No carpark,0,0,0,6320000,163392
158,1/10/20,Zhongshan District,2010,Land+Building,1,1,0,0,No,14,Suite,Reinforced Concrete,3.69,41.98,22.96,1.04,2.93,1,1,1,1,No carpark,0,0,0,11350000,270367
159,1/5/20,Neihu District,1986,Land+Building,2,1,0,0,No,3,Other,Reinforced Concrete,1.24,2.6,1.1,0.48,0,0,0,0,1,No carpark,0,0,0,400000,153846
160,1/20/20,Xinyi District,1992,Garage,0,0,1,1,Yes,6,Other,Reinforced Concrete,1.4,35.61,0,0,0,0,0,1,1,Ramp Plane,0,0,0,2900000,NULL
161,1/15/20,Xinyi District,2014,Land+Building+Garage,2,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,14.1,74.42,37.09,5.2,0,1,1,1,1,Tower,0,0,1,17080000,229477
162,1/3/20,Wanhua District,1967,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,20.64,53.42,46.65,0,6.77,2,1,1,1,No carpark,0,0,0,5200000,97342
163,1/5/20,Wanhua District,1991,Land+Building,1,1,0,0,No,11,Other,Reinforced Concrete,12.65,132.29,99.18,0.94,25.9,3,2,1,1,No carpark,0,0,0,19680000,148764
164,1/8/20,Wanhua District,1980,Land+Building,1,1,0,0,No,11,Suite,Reinforced Concrete,3.66,34.71,25.97,0,0,1,1,1,1,No carpark,0,0,0,3800000,109479
165,1/5/20,Wanhua District,1985,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,15.25,46.69,39.98,4.25,0,2,1,1,0,No carpark,0,0,0,6880000,147355
166,1/6/20,Wenshan District,1996,Land+Building,1,2,0,0,No,11,Suite,Reinforced Concrete,11.54,37.43,25.5,0,4.16,1,1,1,1,No carpark,0,0,0,6500000,173657
167,1/10/20,ZhongZheng District,1971,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,42,116.77,108.18,0,8.59,3,2,1,0,No carpark,0,0,0,46619831,399245
168,1/14/20,Wenshan District,2014,Land+Building+Garage,1,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,40.93,216.26,113.27,6.33,8.48,3,2,1,1,Ramp Plane,36.12,1650000,1,27000000,140724
169,1/16/20,Wenshan District,2017,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,24.07,186.56,88.07,9.65,4.87,3,2,1,1,Lifting Plane,27.89,0,1,27700000,148478
170,1/3/20,Wenshan District,1994,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,33.81,129.76,103.84,8.19,10.46,3,2,1,0,No carpark,0,0,0,15350000,118295
171,1/3/20,Wenshan District,1987,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,61.06,121.78,99.73,1.26,10.68,3,2,1,0,No carpark,0,0,0,13200000,108392
172,1/16/20,Datong District,NULL,Garage,0,0,1,1,Yes,NULL,Other,NULL,0.08,16.72,0,0,0,0,0,1,1,Lifting Plane,16.72,1050000,0,1050000,NULL
173,1/10/20,ZhongZheng District,1972,Land+Building+Garage,1,1,1,1,Yes,6,Apartment_5to10storey,Reinforced Concrete,36.5,138.24,138.24,0,0,4,1,1,0,Ramp Plane,0,0,1,37000000,267650
174,1/6/20,Datong District,1994,Land+Building,1,2,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,13.79,130.75,70.66,0,29.82,0,0,0,1,No carpark,0,0,1,18000000,137667
175,1/8/20,Wanhua District,1978,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,15,71.63,61.83,0,9.8,2,1,1,0,No carpark,0,0,0,8800000,122854
176,1/12/20,Xinyi District,1990,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,13.79,75.02,46.66,2.41,6.32,2,1,1,0,No carpark,0,0,1,14060000,187417
177,1/17/20,Songshan District,1978,Garage,0,0,1,1,Yes,7,Other,Reinforced Concrete,7.7,26.55,0,0,0,0,0,1,1,Ramp Plane,26.55,2500000,0,2500000,NULL
178,1/9/20,Xinyi District,1983,Land+Building,1,2,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,19.83,125.11,80.2,0,12.46,3,1,1,1,No carpark,0,0,1,26300000,210215
179,1/9/20,Xinyi District,NULL,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,43.75,108.37,108.37,0,0,3,1,1,0,No carpark,0,0,0,25000000,230691
180,1/10/20,Zhongshan District,1982,Land+Building,1,3,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,2.86,32.36,22.38,0,2.85,0,0,0,1,No carpark,0,0,1,4600000,142151
181,1/4/20,Zhongshan District,1984,Land+Building,1,1,0,0,No,5,Suite,Reinforced Concrete,13.89,52.61,38.28,0,5.23,1,1,1,1,No carpark,0,0,0,7300000,138757
182,1/7/20,Neihu District,2009,Garage,0,0,1,1,Yes,14,Other,Reinforced Concrete,0,18.74,0,0,0,0,0,1,1,Ramp Machinery,18.74,660000,0,660000,NULL
183,1/2/20,Shilin District,2004,Land+Building,1,1,0,0,No,11,Suite,Reinforced Concrete,8.45,33.92,16.78,0.74,2.07,1,1,1,1,No carpark,0,0,0,12160000,358491
184,1/7/20,Beitou District,1985,Land+Building,1,3,0,0,No,5,Apartment_5storey,Reinforced Concrete,28,107.43,88.14,0,10.96,3,1,1,0,No carpark,0,0,0,14500000,134972
185,1/2/20,Wenshan District,NULL,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,40.21,107.43,107.43,0,0,5,2,1,0,No carpark,0,0,0,16000000,148934
186,1/2/20,Daan District,NULL,Land+Building,1,4,0,0,No,11,Other,Reinforced Concrete,10.23,61.93,61.61,0.33,0,0,0,0,0,No carpark,0,0,0,10650547,171977
187,1/2/20,Daan District,NULL,Land+Building,1,4,0,0,No,11,Other,Reinforced Concrete,20.47,123.87,123.21,0.65,0,0,0,0,0,No carpark,0,0,0,21301093,171963
188,1/1/20,Datong District,2005,Land+Building+Garage,1,2,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,20.67,142.79,70.98,0,7.41,3,2,1,1,Ramp Plane,0,2500000,1,24700000,172981
189,1/6/20,Wanhua District,2017,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,27.36,207.9,102.52,13.44,10.19,4,2,1,1,Ramp Plane,0,0,1,29831111,143488
190,1/1/20,Zhongshan District,2010,Land+Building+Garage,1,2,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,12.04,133.51,47.76,1.79,7.24,2,1,1,1,Ramp Plane,42.01,2500000,1,25200000,248087
191,1/6/20,Songshan District,1973,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,19.31,59.93,53.53,0,6.4,3,2,1,0,No carpark,0,0,0,10860000,181211
192,1/8/20,Xinyi District,1993,Land+Building,1,1,0,0,No,7,Suite,Reinforced Concrete,3.82,21.82,12.66,0,3.95,1,1,1,1,No carpark,0,0,0,5500000,252062
193,1/15/20,Xinyi District,2009,Land+Building,1,1,0,0,No,13,Suite,Reinforced Concrete,6.81,49.08,22.17,4.26,3.75,1,1,1,1,No carpark,0,0,0,11800000,240424
194,1/8/20,Nangang District,NULL,Garage,0,0,1,1,Yes,NULL,Other,NULL,1.22,35.92,0,0,0,0,0,1,1,Ramp Plane,0,2500000,0,2500000,NULL
195,1/2/20,Beitou District,1977,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,29.5,110.1,102.16,0,7.94,3,1,1,0,No carpark,0,0,0,13500000,122616
196,1/8/20,Beitou District,1978,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,21.72,103.29,86.73,0,3.33,3,1,1,1,No carpark,0,0,1,17800000,172330
197,1/8/20,Shilin District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,30.32,170.14,121.74,0,23.05,4,2,1,0,No carpark,0,0,1,27000000,158693
198,1/16/20,Beitou District,1974,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,43.5,107.26,107.26,0,0,3,2,1,0,No carpark,0,0,0,17300000,161290
199,1/6/20,Beitou District,2017,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,46.59,191.21,96.65,1.28,15.53,3,2,1,1,Ramp Plane,0,0,1,16300000,85247
200,2/3/20,Shilin District,1968,Land+Building,1,2,0,0,No,4,Apartment_5storey,Strengthened Brickwork,7.56,65.3,65.3,0,0,3,1,1,0,No carpark,0,0,0,6000000,91884
201,1/6/20,Zhongshan District,1983,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,28,105.79,83.33,0,22.46,3,2,1,0,No carpark,0,0,0,10200000,96417
202,1/20/20,Zhongshan District,2007,Garage,0,0,1,1,Yes,13,Other,Reinforced Concrete,0.25,6.65,0,0,0,0,0,1,1,Lifting Plane,6.65,608000,0,608000,NULL
203,1/2/20,Neihu District,1997,Land+Building,1,1,0,0,No,21,Apartment_11storeyorgreater,Reinforced Concrete,8.4,44.37,26.43,2.06,3,2,1,1,1,No carpark,0,0,1,8000000,180302
204,1/1/20,Zhongshan District,1978,Land+Building,1,3,0,0,No,5,Storefront,Reinforced Concrete,19.4,110.63,71.5,39.13,0,2,2,1,0,No carpark,0,0,0,20680000,186929
205,1/3/20,Neihu District,2014,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,27.57,181.86,87.13,2.16,8.71,3,2,1,1,Ramp Plane,41.55,0,1,33800000,185847
206,1/18/20,Zhongshan District,2010,Land+Building+Garage,1,1,2,1,Yes,10,Other,Reinforced Concrete,32.25,196.65,68.41,5.8,6.06,0,0,0,1,Ramp Plane,0,0,0,34000000,172896
207,1/8/20,Xinyi District,1982,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,23.91,114.6,81.61,0,9.23,3,2,1,0,No carpark,0,0,1,22380000,195288
208,1/8/20,Songshan District,1971,Land+Building,1,1,0,0,No,4,Suite,Reinforced Concrete,18.98,42.44,40.04,2.4,0,1,1,1,0,No carpark,0,0,0,5360000,126296
209,1/9/20,Songshan District,1977,Garage,0,0,1,1,Yes,7,Other,Reinforced Concrete,4.31,26.87,0,0,0,0,0,1,0,Ramp Plane,26.89,2370000,0,2370000,NULL
210,1/10/20,Xinyi District,1976,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,22.75,78.43,78.43,0,0,3,1,1,0,No carpark,0,0,0,14450000,184241
211,1/1/20,Nangang District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,33,103.95,103.95,0,0,4,2,1,0,No carpark,0,0,0,17220000,165657
212,1/30/20,Songshan District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,43.5,107.24,107.24,0,0,3,2,1,0,No carpark,0,0,0,18000000,167848
213,1/13/20,Songshan District,2006,Land+Building,1,3,0,0,No,11,Apartment_11storeyorgreater,Steel Reinforced Concrete,5.02,64.97,39.13,2.41,2.83,2,2,1,1,No carpark,0,0,1,20500000,315530
214,1/5/20,Xinyi District,1987,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,28.56,131.75,105.17,0,12.1,3,2,1,0,No carpark,0,0,1,28230000,214269
215,1/6/20,Nangang District,2017,Land+Building+Garage,1,1,1,1,Yes,7,Suite,Reinforced Concrete,12.63,71.57,26.12,1.62,3.85,1,1,1,1,Lifting Plane,20.6,1700000,0,13000000,221699
216,1/13/20,Wanhua District,1991,Land+Building+Garage,1,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,13.77,171.99,121.09,0,8.14,3,2,1,1,Ramp Plane,0,0,1,22800000,132566
217,1/17/20,Wanhua District,1981,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,21.3,145.13,103.94,0,22.83,3,2,1,1,No carpark,0,0,1,15500000,106801
218,1/20/20,Datong District,2010,Garage,0,0,1,1,Yes,12,Other,Reinforced Concrete,0.02,20.79,0,0,0,0,0,1,1,Ramp Machinery,20.8,1100000,0,1100000,NULL
219,1/31/20,Wanhua District,NULL,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,12.4,44.66,38.94,0,5.72,2,1,1,1,No carpark,0,0,1,6500000,145544
220,1/20/20,Wanhua District,1981,Land+Building,1,2,0,0,No,8,Suite,Reinforced Concrete,4.92,39.29,24.4,0,3.33,0,0,0,1,No carpark,0,0,0,4150000,105625
221,1/9/20,Wanhua District,NULL,Land+Building,1,2,0,0,No,2,House,Strengthened Brickwork,16,15.51,0,0,0,4,2,1,0,No carpark,0,0,0,2800000,180529
222,2/3/20,ZhongZheng District,NULL,Land+Building,1,2,0,0,No,10,Commercial Building,Reinforced Concrete,11.24,97.85,83.36,0,0,2,0,1,1,No carpark,0,0,1,18000000,183955
223,1/7/20,ZhongZheng District,NULL,Land+Building,1,4,0,0,No,4,Apartment_5storey,Strengthened Brickwork,20.51,52.85,52.85,0,0,3,1,1,0,No carpark,0,0,0,9000000,170293
224,1/1/20,Wenshan District,NULL,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,30,78.35,78.35,0,0,2,1,1,0,No carpark,0,0,0,9600000,122527
225,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,15100000,183612
226,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,16000000,195944
227,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,16900000,208276
228,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,17100000,211017
229,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,23.42,117.01,52.85,3.12,5.58,2,2,1,1,other,20.15,1700000,1,23680000,226925
230,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,16900000,208276
231,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,16400000,201425
232,1/2/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,44.08,188.61,93.98,7.12,11.53,4,2,1,1,Ramp Machinery,15.85,1350000,1,37950000,211855
233,2/10/20,Beitou District,1971,Land+Building,1,2,0,0,No,1,Other,Strengthened Brickwork,98.25,35.3,35.3,0,0,2,1,1,0,No carpark,0,0,0,860000,24363
234,1/31/20,Shilin District,2005,Garage,0,0,1,1,Yes,11,Other,Reinforced Concrete,0.88,41.76,0,0,0,0,0,1,0,Ramp Plane,41.76,2400000,0,2400000,NULL
235,1/8/20,Shilin District,1976,Land+Building,2,1,0,0,No,2,House,Reinforced Concrete,248,210.84,210.84,0,0,4,3,1,0,No carpark,0,0,0,41000000,194460
236,1/10/20,Songshan District,1973,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,30.62,57.82,51.47,0,6.35,2,1,1,0,No carpark,0,0,0,10780000,186441
237,1/18/20,Songshan District,2002,Land+Building,1,3,0,0,No,13,Apartment_11storeyorgreater,Reinforced Concrete,24.41,120.32,59.92,1.2,8.48,2,1,1,1,No carpark,0,0,1,25380000,210920
238,1/15/20,Xinyi District,1978,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,13.1,46.22,40.08,0,6.14,3,1,1,0,No carpark,0,0,0,5500000,118996
239,1/16/20,Wenshan District,NULL,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,29.4,90.1,77.9,0,12.2,3,1,1,0,No carpark,0,0,0,12800000,142064
240,1/5/20,Wenshan District,2003,Land+Building+Garage,1,1,1,1,Yes,8,Apartment_5to10storey,Reinforced Concrete,73.62,135.82,78.46,0,8.33,3,2,1,1,Ramp Plane,0,0,1,13300000,97924
241,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.31,91.53,37.53,3.12,4.63,2,1,1,1,other,20.15,1700000,1,16650000,209442
242,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.31,91.53,37.53,3.12,4.63,2,1,1,1,other,20.15,1700000,1,15950000,199636
243,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.31,91.53,37.53,3.12,4.63,2,1,1,1,other,20.15,1700000,1,15700000,196133
244,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.31,91.53,37.53,3.12,4.63,2,1,1,1,other,20.15,1700000,1,16600000,208742
245,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,16850000,207591
246,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.71,93.13,38.54,3.12,4.63,2,1,1,1,other,20.15,1700000,1,17060000,210469
247,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,23.42,117.01,52.85,3.12,5.58,2,2,1,1,other,20.15,1700000,1,24460000,234978
248,1/16/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.31,91.53,37.53,3.12,4.63,2,1,1,1,other,20.15,1700000,1,15000000,186327
249,1/20/20,Wenshan District,NULL,Garage,0,0,2,1,Yes,NULL,Other,NULL,0.45,85.79,0,0,0,0,0,1,1,Lifting Machinery,85.79,4400000,0,4400000,NULL
250,1/3/20,Wanhua District,2017,Land+Building,1,1,0,0,No,19,Apartment_11storeyorgreater,Reinforced Concrete,7.1,88.27,52.55,4.87,5.89,2,1,1,1,No carpark,0,0,1,17680000,200295
251,1/3/20,Wanhua District,1976,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,23.19,80.37,66.74,0,13.63,3,1,1,0,No carpark,0,0,0,5700000,70922
252,1/9/20,ZhongZheng District,1990,Land+Building,1,1,0,0,No,27,Suite,Steel Construction,2.53,45.83,29.12,0,3.34,0,1,1,1,No carpark,0,0,0,10820000,236090
253,1/12/20,Wanhua District,1987,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,21.6,100.53,68.58,0,9.51,3,2,1,1,No carpark,0,0,1,16500000,164130
254,1/8/20,Datong District,1976,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,27,86.03,76.08,0,9.95,3,1,1,0,No carpark,0,0,0,9480000,110194
255,1/8/20,Datong District,2012,Land+Building,1,1,0,0,No,19,Commercial Building,Reinforced Concrete,24.18,290.75,169.14,12.06,19.38,4,2,1,1,No carpark,0,0,1,70360000,241995
256,1/1/20,Zhongshan District,1988,Land+Building,1,1,0,0,No,12,Commercial Building,Reinforced Concrete,9.17,114.4,78.1,2.31,20.73,3,2,1,1,No carpark,0,0,1,21680000,189510
257,1/14/20,Neihu District,1984,Land+Building,1,3,0,0,No,10,Apartment_5to10storey,Reinforced Concrete,16.54,105.22,80.33,0,11.55,3,2,1,1,No carpark,0,0,1,5750000,54647
258,1/6/20,Zhongshan District,2006,Land+Building+Garage,1,1,2,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,46.02,237.5,98.49,4.47,6.77,3,2,1,1,Ramp Plane,78.4,0,1,48000000,202105
259,1/1/20,Neihu District,2009,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,19.78,114.33,44.95,5.67,6.25,2,1,1,1,Ramp Plane,14.24,0,1,21500000,188052
260,1/8/20,Zhongshan District,2018,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,50.89,292.45,152.07,5.69,17.12,3,2,1,1,Ramp Plane,35.27,2700000,1,88500000,333618
261,1/9/20,Songshan District,1973,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,17.1,58.64,46.44,0,12.2,2,2,1,0,No carpark,0,0,0,13130000,223909
262,1/16/20,Xinyi District,2008,Garage,0,0,1,1,Yes,18,Other,Other,0.15,23.84,0,0,0,0,0,1,1,Ramp Plane,23.83,2700000,0,2700000,NULL
263,1/23/20,Xinyi District,1994,Garage,0,0,1,1,Yes,6,Other,Reinforced Concrete,2.37,19.04,0,0,0,0,0,1,0,Lifting Plane,19.04,950000,0,950000,NULL
264,1/14/20,Songshan District,2018,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,8.15,124.46,51.6,3.18,4.54,2,1,1,1,Ramp Plane,36.39,3500000,1,35860000,367435
265,1/3/20,Songshan District,2017,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,34.02,122.35,75.07,0,0,0,0,0,1,No carpark,0,0,1,28000000,228852
266,1/30/20,Xinyi District,1983,Garage,0,0,1,1,Yes,7,Other,Reinforced Concrete,4.6,56.67,0,0,0,0,0,1,0,Ramp Plane,56.67,2600000,0,2600000,NULL
267,1/12/20,Shilin District,2019,Land+Building+Garage,1,2,1,1,Yes,22,Apartment_11storeyorgreater,Steel Reinforced Concrete,17.37,197.65,100.36,1.64,7.32,3,2,1,1,Ramp Plane,38.1,0,1,50200000,253984
268,1/22/20,Shilin District,1978,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,21.6,96.2,81.38,14.82,0,1,2,1,0,No carpark,0,0,0,23000000,239085
269,1/5/20,Beitou District,2013,Land+Building+Garage,1,1,1,1,Yes,19,Apartment_11storeyorgreater,Reinforced Concrete,10.42,158.79,66.09,1.7,6.83,2,2,1,1,Ramp Plane,45.98,0,1,29000000,182631
270,1/5/20,Beitou District,2004,Land+Building+Garage,1,1,2,1,Yes,6,Apartment_5to10storey,Reinforced Concrete,93.46,302.39,190.31,1.67,13.56,4,3,1,1,Tower,0,0,1,38000000,125666
